8657	1582							
8657	1671							
8656	3575							
8654	360							
8653	2457							
8651	4659							
8650	1568							
8649	2195							
8649	4371							
8648	1400							
8647	660							
8647	1282							
8647	1521							
8646	1904							
8643	1843							
8639	697							
8638	930							
8638	2307							
8637	4421							
8637	4596							
8634	641							
8632	2544							
8632	3292							
8626	922							
8624	2014							
8624	2697							
8621	4374							
8612	879							
8606	4396							
8605	729							
8603	1361							
8599	1068							
8594	4194							
8592	3205							
8590	1459							
8590	3254							
8590	5436							
8586	2950							
8583	431							
8583	1371							
8583	3121							
8582	5412							
8581	299							
8579	5455							
8577	3958							
8577	4767							
8576	3823							
8571	1175							
8570	1699							
8569	1892							
8569	4127							
8563	1694							
8563	2231							
8562	1088							
8562	1157							
8560	2104							
8559	3694							
8558	3025							
8556	4807							
8554	310							
8553	4186							
8553	4874							
8552	4942							
8551	2636							
8550	3626							
8550	4252							
8549	4765							
8549	5496							
8548	355							
8548	702							
8545	3683							
8545	4322							
8542	5362							
8535	1793							
8535	2762							
8534	2425							
8531	140							
8531	4577							
8530	800							
8529	1619							
8529	4869							
8526	3518							
8524	2338							
8518	779							
8517	3396							
8517	4499							
8510	2467							
8508	1069							
8508	3470							
8502	3616							
8499	2430							
8499	2492							
8495	470							
8493	317							
8492	4276							
8491	553							
8491	1801							
8487	4397							
8485	2522							
8485	3146							
8483	3607							
8483	4435							
8482	662							
8482	859							
8482	4117							
8481	1254							
8481	3126							
8480	1311							
8475	3149							
8468	1221							
8466	1082							
8465	3382							
8463	4274							
8458	4847							
8456	3712							
8452	2663							
8451	11							
8450	1539							
8448	5268							
8447	1647							
8445	154							
8445	3434							
8441	1410							
8439	1848							
8439	4471							
8433	4411							
8433	4551							
8426	1532							
8426	1755							
8426	4730							
8425	777							
8424	1964							
8424	2437							
8420	2083							
8418	988							
8418	4428							
8417	3505							
8416	2668							
8416	3186							
8413	2763							
8405	169							
8400	369							
8399	281							
8393	630							
8386	445							
8386	5442							
8385	3416							
8384	3127							
8382	4145							
8382	4915							
8379	7							
8379	1581							
8373	3481							
8372	4731							
8368	1167							
8368	5118							
8363	1239							
8360	1280							
8360	1490							
8358	1761							
8358	4570							
8357	1432							
8355	180							
8354	741							
8353	2139							
8352	956							
8351	5071							
8349	2823							
8347	1434							
8345	2153							
8345	4491							
8341	3629							
8340	3036							
8338	3974							
8336	3645							
8334	3105							
8334	3825							
8330	1380							
8329	5084							
8328	1367							
8326	3404							
8317	2165							
8313	4760							
8311	3849							
8310	2719							
8308	2224							
8307	1300							
8307	2160							
8307	5067							
8306	4685							
8302	906							
8302	4899							
8300	3681							
8296	1642							
8296	4227							
8296	4532							
8289	5341							
8287	3967							
8286	4395							
8279	2207							
8279	3435							
8274	618							
8260	3424							
8256	2510							
8256	4259							
8254	4934							
8251	822							
8251	3463							
8249	2011							
8249	2097							
8244	3219							
8243	1661							
8243	4794							
8241	2723							
8241	4319							
8235	3750							
8233	4447							
8231	1056							
8230	1891							
8229	3467							
8229	5010							
8227	4896							
8224	39							
8222	156							
8222	2830							
8222	4957							
8218	4806							
8217	4109							
8209	3020							
8208	939							
8208	3489							
8207	5464							
8206	807							
8206	1244							
8204	319							
8204	937							
8204	3961							
8203	2302							
8201	1864							
8197	1592							
8197	3772							
8196	5471							
8195	5344							
8193	648							
8191	4584							
8189	1740							
8187	1506							
8186	2032							
8186	2579							
8186	2819							
8183	3649							
8182	1236							
8181	3527							
8180	3894							
8177	1385							
8173	2630							
8171	1401							
8168	2865							
8166	3554							
8165	3708							
8156	2274							
8156	3118							
8156	4148							
8155	15							
8152	2111							
8152	4515							
8150	542							
8146	1342							
8146	1366							
8142	5077							
8141	5251							
8137	3610							
8135	186							
8134	4169							
8131	422							
8131	5154							
8128	3053							
8125	862							
8125	5322							
8124	2422							
8123	2965							
8121	2410							
8120	644							
8116	494							
8115	3572							
8113	1105							
8112	3110							
8107	894							
8106	902							
8106	3047							
8105	1689							
8105	5388							
8101	3661							
8101	4704							
8100	767							
8100	1305							
8099	174							
8097	1346							
8097	2210							
8097	4573							
8091	719							
8087	1492							
8087	4233							
8086	596							
8086	5080							
8084	637							
8081	226							
8081	2359							
8079	2309							
8077	4837							
8074	3619							
8073	141							
8071	2030							
8071	4753							
8071	4929							
8066	1044							
8066	2390							
8065	2735							
8065	4665							
8056	1394							
8050	3763							
8045	1497							
8044	3658							
8040	3864							
8039	4458							
8037	3457							
8032	2851							
8031	4331							
8030	1072							
8029	664							
8026	1799							
8026	5001							
8024	3627							
8023	3932							
8021	2654							
8013	1902							
8006	1							
8005	2535							
8001	2988							
7998	3158							
7997	462							
7997	635							
7997	1273							
7997	1603							
7996	1758							
7995	174							
7995	4661							
7993	2352							
7992	1395							
7987	3188							
7987	4596							
7986	483							
7986	610							
7986	2128							
7986	4474							
7985	2988							
7985	3071							
7984	4959							
7982	3845							
7981	1984							
7981	3814							
7981	3861							
7979	3496							
7977	268							
7977	5389							
7976	1416							
7975	2844							
7975	3802							
7974	3968							
7973	142							
7973	357							
7973	3714							
7972	5456							
7971	2163							
7971	2987							
7970	1652							
7969	599							
7969	3381							
7968	4203							
7967	949							
7967	969							
7965	50							
7965	3915							
7964	2903							
7962	2025							
7961	3276							
7961	4199							
7958	1384							
7958	2624							
7958	4489							
7956	3790							
7954	1139							
7954	5077							
7953	4428							
7952	4515							
7951	783							
7951	4233							
7950	777							
7950	2834							
7948	3886							
7948	5128							
7947	4899							
7947	5351							
7946	626							
7946	906							
7946	1300							
7946	2338							
7946	3773							
7945	2298							
7943	2918							
7943	3289							
7943	5010							
7942	2615							
7942	4693							
7941	675							
7941	4542							
7940	3497							
7940	4686							
7939	2868							
7936	3960							
7935	1068							
7933	2131							
7933	3749							
7932	3110							
7931	798							
7930	1818							
7930	5310							
7927	2819							
7925	2597							
7923	2458							
7922	2544							
7922	4505							
7921	53							
7919	4145							
7919	5100							
7918	5303							
7917	2334							
7917	2628							
7916	4276							
7916	4609							
7915	937							
7915	1799							
7915	5430							
7913	2746							
7912	4583							
7912	4967							
7911	841							
7911	2384							
7909	98							
7909	958							
7908	2139							
7908	2603							
7908	5258							
7903	1519							
7903	4055							
7900	5496							
7899	2171							
7899	2984							
7899	3937							
7898	1528							
7897	311							
7897	1403							
7896	4684							
7894	5220							
7894	5393							
7891	413							
7891	5011							
7889	5245							
7888	3645							
7885	4411							
7884	3103							
7883	754							
7883	4703							
7882	3658							
7880	1425							
7880	2885							
7879	3661							
7877	325							
7877	3394							
7874	4612							
7873	5354							
7871	695							
7868	1413							
7868	5075							
7865	62							
7865	4421							
7865	5119							
7864	1044							
7864	4509							
7863	2782							
7863	3961							
7862	1877							
7859	4716							
7858	2202							
7858	3904							
7857	297							
7856	4729							
7855	664							
7855	1159							
7849	1155							
7848	1928							
7848	3649							
7848	4342							
7846	1447							
7846	3469							
7845	99							
7844	1147							
7844	4002							
7843	183							
7842	1819							
7842	2437							
7841	3606							
7840	3941							
7839	2897							
7837	1705							
7835	1731							
7834	772							
7834	3057							
7830	300							
7829	767							
7829	4298							
7829	5211							
7827	3964							
7825	100							
7824	1896							
7824	2022							
7822	3008							
7822	3646							
7820	732							
7820	4289							
7819	132							
7819	550							
7819	5400							
7817	4348							
7816	383							
7816	1908							
7814	1593							
7814	2813							
7813	2179							
7813	3965							
7813	4668							
7812	814							
7810	4061							
7808	318							
7808	1199							
7806	2975							
7806	4704							
7804	907							
7804	3314							
7803	2414							
7802	637							
7801	61							
7800	401							
7800	573							
7800	2180							
7800	3432							
7799	1062							
7799	2342							
7795	4815							
7795	4820							
7792	1453							
7792	4273							
7792	4559							
7791	1899							
7790	1764							
7790	4339							
7790	4882							
7788	2166							
7787	2159							
7787	4335							
7786	92							
7786	4575							
7785	1361							
7784	3229							
7783	3521							
7781	2337							
7781	4126							
7781	5256							
7780	3504							
7777	928							
7776	2037							
7775	2697							
7774	1461							
7774	3040							
7774	4797							
7773	5361							
7772	2218							
7772	3422							
7769	1886							
7769	4500							
7768	2446							
7768	5197							
7767	856							
7767	876							
7767	2895							
7766	3269							
7766	4308							
7765	399							
7765	3349							
7765	4111							
7764	2075							
7763	3284							
7761	2574							
7760	2059							
7760	2761							
7759	324							
7758	966							
7758	4364							
7757	1716							
7756	3448							
7755	2462							
7755	4077							
7752	1193							
7751	2012							
7751	3601							
7751	3815							
7749	3946							
7747	3698							
7747	5179							
7746	1476							
7743	423							
7743	4917							
7742	3538							
7739	3806							
7738	1285							
7738	3198							
7738	3551							
7737	2299							
7736	3045							
7735	2090							
7735	4560							
7735	5071							
7734	1607							
7733	292							
7733	3895							
7732	1903							
7732	4360							
7730	2582							
7730	5029							
7728	580							
7727	5102							
7726	220							
7722	748							
7721	1891							
7720	1735							
7720	4622							
7719	1874							
7719	5181							
7717	3194							
7717	4845							
7716	204							
7716	1583							
7716	3823							
7716	4409							
7715	1568							
7715	1571							
7714	253							
7713	3929							
7712	2991							
7712	4649							
7711	1665							
7710	2390							
7710	4711							
7709	3484							
7708	4264							
7708	4848							
7707	4237							
7705	1244							
7705	3335							
7705	3372							
7702	1048							
7702	3150							
7701	4242							
7699	2997							
7699	4862							
7697	1215							
7697	2439							
7695	1417							
7695	5142							
7691	806							
7691	1157							
7690	3803							
7689	1107							
7688	609							
7688	4160							
7687	4960							
7686	1260							
7685	1949							
7685	2456							
7685	3272							
7683	706							
7678	2751							
7677	2402							
7673	1866							
7673	3379							
7672	2578							
7671	1167							
7668	578							
7664	97							
7664	261							
7662	1401							
7658	577							
7657	1240							
7653	4492							
7652	3626							
7651	3627							
7651	5192							
7648	1105							
7647	2322							
7644	2353							
7644	3050							
7641	4760							
7640	1863							
7639	1680							
7639	2195							
7637	2035							
7636	1864							
7635	741							
7635	3179							
7633	832							
7633	1831							
7633	3251							
7633	4813							
7632	2776							
7632	5481							
7631	1789							
7631	5111							
7629	3351							
7628	3035							
7627	2632							
7626	3849							
7625	1597							
7624	2981							
7624	3912							
7621	203							
7621	4172							
7620	2420							
7620	3287							
7620	3745							
7620	4338							
7620	5089							
7618	1591							
7617	90							
7617	1557							
7617	3091							
7616	3209							
7614	81							
7613	3797							
7613	4494							
7612	953							
7612	4888							
7610	3382							
7608	2650							
7607	1344							
7607	2630							
7607	5167							
7605	1564							
7605	3098							
7605	5151							
7605	5251							
7604	1267							
7604	1367							
7604	2370							
7604	4606							
7602	2116							
7601	2865							
7599	3761							
7598	2115							
7597	381							
7597	956							
7595	1204							
7595	4767							
7593	1938							
7592	539							
7592	3053							
7589	12							
7589	2255							
7587	800							
7587	1659							
7585	194							
7585	2871							
7585	3634							
7585	3794							
7583	471							
7582	3501							
7580	2126							
7580	3854							
7578	70							
7575	3707							
7575	4807							
7574	4262							
7574	4403							
7573	363							
7573	3935							
7570	285							
7570	5298							
7567	1577							
7567	3517							
7566	2111							
7566	2932							
7565	3758							
7565	4566							
7565	4617							
7564	4783							
7563	424							
7562	2513							
7561	1636							
7561	3366							
7559	923							
7559	4180							
7558	3285							
7558	4274							
7556	133							
7556	2343							
7555	352							
7554	2665							
7552	4791							
7551	1113							
7550	2947							
7550	3313							
7550	5474							
7548	1546							
7547	35							
7547	1861							
7547	2719							
7545	636							
7545	1454							
7545	4260							
7545	5064							
7543	2183							
7543	2422							
7542	4472							
7541	5172							
7540	2011							
7540	4417							
7539	3981							
7538	3817							
7536	134							
7536	1123							
7536	3324							
7534	3489							
7532	1036							
7531	3740							
7530	1825							
7529	25							
7529	2261							
7528	1976							
7527	1953							
7526	2579							
7526	4457							
7526	5382							
7525	1833							
7525	3303							
7523	4563							
7523	5221							
7522	5178							
7521	3384							
7520	742							
7520	5279							
7518	1023							
7517	2351							
7516	4397							
7514	2696							
7513	1655							
7513	5012							
7512	4482							
7509	5087							
7508	933							
7508	2906							
7508	3596							
7507	163							
7507	2442							
7507	3529							
7506	2874							
7506	4773							
7505	2863							
7505	4169							
7504	4964							
7503	2245							
7503	4968							
7500	4768							
7498	2836							
7496	3522							
7495	1227							
7495	4604							
7494	226							
7493	319							
7493	3546							
7492	1124							
7492	1898							
7491	2258							
7491	3681							
7490	1088							
7490	1356							
7490	2736							
7490	3224							
7490	5209							
7489	466							
7489	2971							
7486	2263							
7485	1964							
7484	77							
7484	2357							
7484	4259							
7484	5428							
7481	1671							
7481	4927							
7478	2611							
7477	2540							
7477	3167							
7476	2873							
7475	4013							
7472	2687							
7471	4035							
7469	5328							
7467	3834							
7466	4730							
7465	3865							
7465	4685							
7462	3378							
7461	697							
7461	5157							
7460	1513							
7459	2062							
7459	4525							
7457	729							
7457	3712							
7456	761							
7456	3948							
7453	2531							
7451	2786							
7450	3922							
7448	2708							
7447	153							
7447	3345							
7446	2038							
7445	2007							
7445	3363							
7444	2575							
7444	3112							
7442	4823							
7441	1565							
7440	1988							
7440	2110							
7439	2006							
7438	115							
7437	2262							
7436	2655							
7436	4742							
7435	660							
7435	3670							
7435	4082							
7433	3356							
7432	4433							
7431	2609							
7430	219							
7430	1248							
7429	1981							
7429	2626							
7429	4490							
7425	639							
7425	1391							
7425	1507							
7424	1254							
7424	4589							
7423	4328							
7421	436							
7421	3600							
7419	1385							
7418	1584							
7417	3369							
7416	2586							
7415	980							
7415	4912							
7413	2270							
7413	4724							
7412	2550							
7412	4396							
7411	230							
7411	2516							
7410	5412							
7409	618							
7409	799							
7409	2941							
7407	113							
7407	589							
7407	2147							
7406	4166							
7405	1962							
7405	2092							
7405	2254							
7404	5479							
7401	5349							
7398	2820							
7396	1368							
7394	3064							
7392	662							
7392	1907							
7392	4006							
7392	4634							
7390	3193							
7387	208							
7385	570							
7385	5338							
7383	2046							
7383	3013							
7383	5255							
7382	3001							
7376	3							
7374	879							
7374	5268							
7373	2777							
7373	4735							
7372	361							
7371	641							
7370	2003							
7368	557							
7366	1313							
7366	4230							
7365	1120							
7365	4491							
7365	4659							
7364	4149							
7363	26							
7362	1712							
7362	3406							
7361	1502							
7360	291							
7359	1672							
7357	4001							
7357	4637							
7355	3732							
7354	451							
7354	1547							
7354	3894							
7353	3218							
7351	2762							
7350	999							
7348	3380							
7348	4743							
7347	839							
7346	924							
7346	4140							
7345	2438							
7343	3798							
7343	5030							
7342	3106							
7341	2467							
7341	4227							
7341	4413							
7341	5163							
7340	1115							
7340	1171							
7340	3973							
7337	3866							
7336	2199							
7335	1931							
7335	5336							
7333	1897							
7331	2627							
7331	4568							
7330	496							
7330	4765							
7328	85							
7328	1282							
7328	2654							
7327	1930							
7325	1							
7325	4715							
7325	5418							
7324	172							
7322	2907							
7321	4764							
7319	3060							
7319	5372							
7318	3631							
7317	154							
7317	1110							
7317	1161							
7317	4871							
7316	526							
7316	1794							
7315	3907							
7315	4331							
7314	228							
7312	1966							
7312	4016							
7310	2864							
7310	3202							
7310	4990							
7309	3951							
7308	718							
7308	5324							
7307	3781							
7306	3328							
7305	3401							
7305	4418							
7303	2381							
7301	545							
7300	1914							
7300	3142							
7299	2608							
7298	5							
7298	5491							
7294	3437							
7293	1918							
7293	3727							
7291	1843							
7290	19							
7290	1878							
7290	2176							
7287	3208							
7284	435							
7284	2031							
7283	2309							
7282	333							
7282	4307							
7278	2884							
7278	4386							
7274	5464							
7273	4028							
7272	2078							
7270	917							
7270	5225							
7269	2072							
7269	3672							
7269	3819							
7268	2017							
7268	2636							
7268	2705							
7267	1354							
7267	1989							
7267	4280							
7265	180							
7265	2649							
7265	3547							
7264	607							
7264	1490							
7262	3215							
7262	3520							
7261	2643							
7261	5355							
7260	615							
7259	299							
7259	1412							
7258	1221							
7258	4753							
7257	421							
7257	5112							
7256	1008							
7256	4774							
7255	3322							
7255	3757							
7252	2524							
7250	1644							
7250	3561							
7250	4048							
7250	5484							
7249	2274							
7248	5415							
7247	2735							
7247	3042							
7246	2167							
7246	2313							
7244	1168							
7244	3499							
7243	1422							
7242	3190							
7241	910							
7240	822							
7240	4420							
7239	3453							
7238	2584							
7238	4036							
7237	2862							
7235	3505							
7235	4426							
7234	1315							
7234	4605							
7233	3696							
7232	4320							
7229	1848							
7229	2727							
7229	4817							
7229	5322							
7228	3249							
7227	3875							
7226	2660							
7226	2872							
7226	2976							
7226	5096							
7224	3084							
7220	611							
7220	3105							
7220	3271							
7215	1373							
7214	2403							
7214	3702							
7214	4330							
7213	156							
7213	2959							
7213	3624							
7212	4094							
7211	4355							
7209	410							
7208	278							
7208	765							
7203	1346							
7200	1306							
7199	3610							
7199	4353							
7198	2300							
7197	2823							
7196	3143							
7196	5088							
7195	1117							
7195	1917							
7195	4939							
7194	1574							
7192	1071							
7190	4222							
7189	1223							
7189	1581							
7188	1950							
7188	4758							
7187	3250							
7186	5203							
7185	1643							
7184	1600							
7184	3323							
7183	5063							
7181	1642							
7178	1933							
7177	178							
7177	3221							
7175	169							
7174	4593							
7172	1400							
7172	3539							
7171	1029							
7170	1090							
7169	1514							
7167	1809							
7165	2546							
7165	4252							
7165	5099							
7164	4876							
7163	344							
7163	918							
7162	3233							
7161	817							
7161	2521							
7160	2235							
7160	3652							
7159	1349							
7158	272							
7158	2104							
7158	3722							
7157	1216							
7155	3163							
7150	1175							
7150	2287							
7150	3404							
7148	149							
7148	4465							
7147	596							
7147	4849							
7147	4998							
7145	338							
7145	440							
7145	3423							
7145	4432							
