18	33	7	18	3	35	41	49												
50	12	52	41	28	25	47	15												
19	60	40	10	38	32	16	44												
14	35	2	14	2	6	3	29												
17	38	51	40	52	31	36	10												
42	52	15	24	17	34	40	41												
57	18	17	36	21	7	7	10												
49	2	7	21	3	1	9	10												
7	3	47	12	17	30	45	21												
25	28	51	60	56	30	42	3												
28	50	53	48	49	26	32	35												
50	18	47	24	22	37	2	13												
46	13	50	22	47	26	50	11												
25	26	12	11	34	27	56	29												
37	11	38	57	30	20	58	17												
52	37	6	42	45	21	37	55												
15	10	34	31	49	53	33	19												
31	35	27	29	17	13	30	34												
10	43	40	37	31	16	29	6												
36	23	28	22	40	17	50	49												
60	22	15	3	3	14	13	4												
5	17	13	57	15	16	12	29												
56	28	17	20	2	55	23	54												
4	58	44	3	36	52	48	43												
3	29	59	49	27	13	4	2												
33	28	35	42	33	31	7	50												
36	55	3	2	29	40	3	15												
26	4	6	16	39	19	53	41												
4	37	7	8	49	23	31	60												
11	15	14	8	7	51	3	22												
44	48	35	43	11	42	59	57												
19	53	20	56	26	4	43	19												
25	50	55	3	22	41	38	24												
52	10	44	12	23	42	58	19												
51	59	31	43	29	13	40	53												
16	58	2	53	29	11	53	1												
43	53	18	11	56	50	18	13												
36	55	4	57	1	36	39	23												
41	50	60	30	7	59	46	19												
52	17	14	45	6	15	31	34												
29	49	24	44	25	49	57	6												
60	20	18	28	48	39	28	16												
24	13	45	58	32	4	46	24												
10	37	11	25	29	45	14	56												
39	4	21	30	1	48	22	25												
10	52	60	24	21	49	37	9												
51	24	52	31	9	5	46	26												
38	12	22	54	21	39	7	40												
31	33	26	30	25	41	35	52												
15	5	52	42	26	27	22	38												
53	48	59	10	51	7	41	58												
35	49	12	33	18	45	13	2												
58	7	43	11	2	1	21	34												
35	46	14	51	55	47	17	15												
34	25	2	30	51	2	24	44												
30	14	6	34	36	50	21	37												
15	2	19	19	8	24	58	11												
26	12	16	38	26	55	51	26												
60	19	10	48	6	22	49	49												
41	19	24	51	52	7	29	48												
35	7	22	56	44	19	50	37												
19	47	34	31	1	27	4	56												
8	35	36	28	42	44	35	28												
8	55	33	35	47	9	29	59												
32	27	48	60	42	41	34	51												
37	28	55	52	48	36	24	8												
33	59	13	49	59	18	27	29												
48	23	52	33	21	28	8	24												
33	7	49	2	57	59	38	7												
47	19	34	42	35	31	33	39												
25	17	8	54	11	24	15	53												
15	48	15	21	17	34	38	39												
5	44	13	19	42	32	1	2												
14	41	49	17	2	28	36	31												
44	15	13	45	5	26	54	40												
23	5	42	14	49	37	47	15												
19	24	43	34	16	40	8	30												
38	5	60	52	37	9	53	9												
5	25	34	2	53	15	16	2												
44	36	1	42	12	23	40	58												
11	2	56	13	24	6	5	10												
44	23	45	5	34	36	41	37												
28	39	4	48	20	3	48	20												
43	10	59	45	37	55	50	53												
42	25	57	59	19	57	5	58												
29	5	28	8	38	18	5	27												
33	53	9	58	54	37	34	51												
57	12	56	33	34	40	7	59												
22	59	34	19	55	21	12	19												
5	37	21	24	3	5	1	46												
45	24	20	7	5	16	21	44												
30	17	51	6	21	25	44	12												
26	20	54	41	16	41	43	39												
34	32	34	34	2	4	37	14												
41	5	56	16	26	14	6	50												
42	53	21	45	4	11	47	13												
1	22	29	29	23	25	23	12												
54	6	54	50	13	39	5	32												
15	51	10	17	41	6	16	6												
35	39	53	60	3	43	50	43												
13	47	14	3	7	44	40	41												
21	8	47	58	14	10	49	55												
31	1	50	15	51	46	59	21												
33	26	7	12	2	30	52	59												
13	45	3	35	55	19	37	39												
5	34	2	18	7	13	24	44												
28	37	18	58	38	21	3	16												
54	7	55	28	59	43	21	25												
18	2	30	13	38	4	39	35												
60	51	32	32	35	21	17	10												
45	27	2	56	11	12	4	59												
44	38	26	12	53	3	22	31												
27	39	27	51	20	13	59	39												
37	30	59	3	60	53	42	40												
6	8	35	29	25	23	3	32												
38	39	40	53	31	8	60	6												
50	48	23	19	41	51	22	26												
27	56	57	55	54	26	42	4												
12	17	39	24	34	29	25	13												
44	38	12	11	60	52	45	40												
53	8	34	57	29	6	43	14												
42	23	21	22	52	16	57	2												
32	39	29	19	37	41	24	18												
25	8	4	37	24	27	29	28												
55	48	28	21	24	55	18	14												
57	56	25	14	48	54	44	11												
57	50	21	53	26	49	34	6												
28	31	32	27	13	9	37	46												
49	51	45	16	13	9	52	26												
57	24	21	37	23	36	57	36												
46	15	16	27	33	55	3	50												
4	13	11	45	39	32	50	44												
26	39	49	7	56	60	52	42												
12	20	54	45	11	22	3	52												
45	56	52	25	3	4	10	28												
43	38	52	53	7	46	37	9												
59	38	11	5	16	48	7	17												
25	33	40	57	41	22	21	33												
11	18	32	28	4	14	40	20												
20	33	40	55	47	37	19	4												
3	43	39	27	20	6	47	53												
27	31	21	10	30	46	48	49												
35	37	60	6	48	35	22	51												
7	18	31	53	46	36	46	23												
2	1	23	55	1	38	30	28												
22	51	28	14	19	2	36	43												
3	56	54	41	49	60	14	54												
9	8	38	54	18	30	6	16												
35	56	60	35	4	54	14	52												
59	37	26	21	26	9	21	2												
33	60	59	14	36	41	16	21												
22	29	34	27	25	9	48	10												
14	49	33	38	17	24	24	3												
28	57	10	54	11	45	22	18												
9	33	59	39	20	3	27	59												
18	7	45	17	41	26	9	36												
55	4	50	48	18	8	26	57												
42	58	36	24	28	16	41	34												
20	50	40	51	28	3	55	26												
59	9	9	29	26	46	23	39												
8	36	3	19	53	52	51	31												
12	19	46	36	60	28	31	5												
51	40	42	33	45	56	9	32												
3	1	16	53	44	22	44	9												
43	25	43	12	2	24	10	25												
9	28	46	23	1	45	9	48												
25	13	35	42	19	2	58	54												
3	49	27	38	54	36	56	13												
35	29	7	18	13	42	36	37												
31	39	48	8	46	46	57	48												
36	38	56	46	9	26	35	32												
46	44	25	37	20	13	59	59												
19	59	31	25	15	38	1	20												
38	13	40	23	14	33	26	3												
31	49	6	39	3	8	33	17												
60	19	25	49	1	31	22	40												
56	13	3	42	26	46	4	25												
24	18	12	15	50	6	28	58												
43	53	15	19	42	53	38	27												
49	45	36	32	36	55	32	27												
21	9	37	39	35	18	53	2												
55	32	3	58	10	3	20	33												
43	39	27	41	45	43	22	31												
25	17	4	41	36	42	31	13												
42	13	29	11	36	36	46	8												
34	9	34	34	51	45	17	54												
40	32	50	21	56	54	30	30												
8	47	45	16	26	15	11	52												
20	56	51	21	54	45	18	26												
38	44	27	55	11	2	60	45												
24	42	13	60	47	48	15	7												
3	8	50	23	52	16	5	40												
37	56	15	29	52	48	48	50												
51	56	47	54	7	29	48	44												
24	44	39	54	50	3	28	13												
22	43	50	54	59	54	32	46												
11	15	26	23	56	8	15	51												
13	23	17	10	29	14	30	39												
5	43	32	60	45	32	11	16												
53	55	21	1	52	23	28	20												
17	10	56	31	8	37	2	19												
19	59	27	11	24	50	39	29												
13	39	40	49	54	17	15	27												
36	53	25	41	25	46	1	45												
54	24	23	11	52	51	53	12												
9	3	56	43	12	14	36	16												
13	11	54	38	21	45	22	30												
17	57	9	59	15	52	19	44												
34	49	31	51	50	60	25	5												
51	8	7	5	40	45	11	26												
29	36	46	20	9	15	26	2												
39	51	17	35	31	59	44	33												
54	8	45	48	15	7	35	4												
57	11	21	26	41	2	60	42												
16	28	15	16	1	41	11	56												
11	3	10	28	13	29	53	13												
31	51	9	33	36	32	8	5												
56	14	1	27	45	42	26	12												
22	17	15	51	13	25	15	40												
48	53	42	9	7	22	51	54												
47	28	38	47	56	4	46	11												
38	52	23	14	60	14	14	45												
33	2	37	40	17	12	52	60												
45	30	58	38	36	52	2	33												
53	13	50	33	55	30	8	38												
22	38	50	3	43	43	34	38												
41	29	21	50	38	59	26	43												
51	25	39	31	48	35	4	19												
19	17	35	16	54	40	45	8												
48	40	21	14	57	36	48	12												
30	22	4	19	59	56	35	34												
20	46	53	30	34	5	54	22												
37	2	57	16	51	50	37	46												
3	50	5	41	38	23	35	38												
56	36	8	21	6	8	25	8												
5	12	55	2	39	39	52	12												
52	14	5	10	44	6	58	43												
51	41	11	59	5	9	58	39												
25	38	5	17	33	33	2	21												
57	45	54	41	12	50	39	13												
26	2	9	37	43	20	30	49												
50	41	25	44	60	11	23	27												
28	41	11	36	52	38	48	44												
53	60	50	54	56	32	54	55												
52	23	5	57	28	41	34	51												
16	9	41	46	30	5	41	56												
59	36	39	6	33	48	41	33												
42	44	7	21	50	2	15	25												
32	49	20	54	32	30	36	31												
31	44	48	37	50	12	31	57												
2	44	2	16	16	19	40	28												
1	39	21	17	45	21	3	4												
33	16	41	56	35	54	2	17												
37	47	50	22	10	53	19	29												
19	1	36	48	32	34	34	21												
42	60	11	9	4	18	53	15												
45	13	24	19	18	46	46	10												
49	20	56	51	13	1	22	38												
6	5	1	58	37	8	24	35												
38	35	45	47	40	7	38	27												
20	60	58	6	12	37	1	47												
32	17	16	58	46	39	30	2												
11	57	50	21	3	28	36	40												
5	3	55	56	6	40	9	53												
7	14	6	59	4	37	26	7												
52	30	13	41	47	6	47	42												
15	9	45	31	30	44	45	16												
25	51	60	18	29	59	45	28												
31	27	29	6	34	48	3	19												
22	43	60	38	31	20	20	24												
43	57	39	5	46	16	23	17												
60	19	31	42	59	29	10	3												
57	44	52	37	21	56	39	24												
24	35	15	33	41	6	21	29												
10	36	30	43	31	56	15	31												
22	54	55	28	24	9	14	32												
25	19	40	38	40	43	11	3												
22	51	29	3	5	4	57	21												
13	12	21	4	14	11	59	37												
2	39	17	48	21	54	3	59												
42	39	44	9	49	49	12	32												
50	60	11	18	31	56	59	29												
56	29	9	30	25	14	58	54												
56	8	33	37	1	3	44	16												
1	30	18	14	32	41	37	13												
11	54	52	31	53	1	41	46												
59	16	30	31	4	26	12	11												
4	35	47	33	5	49	33	56												
3	18	13	18	22	1	1	29												
40	22	50	20	32	47	60	30												
53	25	1	41	49	35	34	25												
19	48	47	47	50	52	48	44												
4	5	31	34	29	25	6	60												
52	41	6	27	49	38	57	19												
43	39	47	37	7	36	26	55												
26	53	53	5	18	27	5	9												
35	47	60	4	2	52	10	36												
25	35	34	6	12	37	6	30												
8	19	26	22	10	58	37	4												
50	56	55	26	30	38	30	23												
53	49	30	57	16	10	26	15												
13	34	12	35	46	45	44	48												
23	60	47	18	49	54	47	27												
54	33	57	21	9	20	39	35												
19	39	7	22	48	60	46	6												
8	26	22	52	21	39	2	26												
17	9	9	9	39	29	7	29												
46	8	46	15	29	49	12	15												
57	60	17	22	3	33	58	19												
48	46	7	18	38	7	58	55												
12	14	12	53	20	23	20	11												
6	22	58	48	42	15	2	5												
30	58	16	52	18	17	24	55												
52	41	14	45	14	2	8	29												
18	9	33	8	18	6	28	16												
40	27	21	59	40	34	40	60												
44	42	10	10	43	8	16	30												
44	19	45	27	60	59	60	14												
53	12	12	7	5	43	42	35												
31	13	53	5	41	15	15	18												
27	51	57	25	21	23	16	49												
22	39	8	45	24	19	34	16												
13	30	12	43	26	28	11	12												
24	20	32	37	1	35	52	23												
3	12	27	19	15	44	33	16												
39	42	43	58	33	1	13	19												
23	46	32	4	54	22	4	19												
46	32	56	21	28	55	9	38												
3	59	28	24	8	49	39	54												
6	59	49	53	51	16	59	21												
34	11	10	41	55	9	24	2												
32	38	11	39	42	38	15	60												
46	10	11	14	24	27	15	44												
46	44	29	47	18	40	33	16												
17	21	7	20	12	35	41	46												
25	43	58	28	8	10	37	38												
60	43	48	49	44	23	55	11												
16	40	59	48	29	41	48	10												
44	10	53	13	40	13	3	8												
48	13	9	13	44	47	20	60												
8	27	47	41	51	53	48	7												
53	4	47	36	53	44	11	20												
29	44	14	3	21	1	26	8												
10	44	54	33	27	21	22	31												
13	43	56	7	52	56	18	53												
50	50	11	58	44	11	13	11												
25	25	35	48	34	4	3	28												
23	47	37	59	47	38	13	19												
12	46	59	53	38	41	58	39												
50	49	8	43	23	1	6	34												
4	51	35	44	24	42	52	25												
54	60	38	48	57	17	13	15												
54	51	36	38	12	57	27	16												
55	45	8	14	19	56	53	19												
11	48	15	54	37	39	12	25												
52	21	20	40	51	8	49	27												
48	38	32	50	45	20	44	19												
5	41	31	18	26	36	1	10												
11	34	57	17	39	12	51	39												
18	31	28	15	44	34	42	57												
53	52	21	39	57	38	45	53												
19	9	45	5	46	34	46	9												
51	19	43	34	9	31	38	12												
29	24	14	37	2	1	31	24												
25	5	13	48	28	3	14	28												
60	28	16	27	13	54	47	15												
11	40	4	24	8	45	23	45												
15	31	8	32	58	21	23	19												
42	14	58	10	2	50	14	37												
34	17	36	30	60	15	58	44												
42	3	48	49	23	2	14	41												
38	33	11	47	51	52	55	13												
17	51	26	1	48	34	35	42												
30	23	13	35	28	55	22	54												
25	49	38	20	34	49	32	22												
5	36	34	51	7	12	4	42												
32	60	10	37	9	41	16	50												
37	39	30	16	18	15	50	44												
4	10	9	42	8	10	24	18												
52	55	52	10	28	51	58	33												
25	35	19	50	32	26	21	60												
20	29	44	19	5	32	17	59												
50	47	56	42	56	9	34	30												
4	24	12	21	2	46	47	58												
11	8	47	50	40	13	11	34												
30	35	38	8	5	46	36	38												
22	58	42	45	13	46	53	45												
8	27	45	3	60	6	14	38												
42	60	2	27	37	7	19	43												
12	1	18	60	2	54	29	19												
17	48	23	34	41	16	17	52												
16	33	50	3	49	9	59	33												
21	11	28	36	55	46	1	7												
22	2	17	47	9	22	33	42												
3	37	46	29	60	25	49	28												
34	51	10	38	1	9	58	55												
31	49	11	32	10	9	50	25												
47	49	15	29	59	14	46	24												
50	42	48	7	29	47	56	23												
28	1	26	55	3	35	58	22												
17	9	40	38	26	51	30	17												
24	49	54	38	5	5	53	47												
4	11	52	16	14	50	9	58												
7	9	48	1	31	40	12	38												
2	32	55	33	40	38	57	50												
43	46	6	23	56	33	3	32												
58	41	41	23	14	59	8	10												
19	12	28	13	60	33	14	60												
39	24	51	39	4	54	39	8												
38	30	60	57	58	40	2	40												
59	27	18	26	4	48	8	4												
40	59	3	38	44	20	5	40												
20	7	19	35	16	13	23	19												
12	53	33	51	39	3	31	27												
1	51	48	46	11	45	44	37												
54	50	6	38	35	57	48	51												
16	48	26	51	54	4	48	56												
47	5	35	25	48	57	50	41												
60	55	32	4	24	35	17	34												
6	48	48	50	25	17	47	6												
29	5	34	34	52	14	45	30												
58	55	26	14	22	20	17	30												
40	40	56	10	4	3	19	32												
59	12	15	5	25	9	23	17												
40	34	54	54	43	45	22	22												
36	33	8	6	35	6	28	1												
60	43	1	34	43	2	28	48												
32	20	37	16	29	32	50	9												
34	27	6	6	55	5	12	38												
11	43	40	40	44	54	45	20												
6	12	49	36	9	32	55	30												
30	60	25	58	31	42	59	26												
50	40	15	48	48	50	16	60												
53	43	24	46	18	43	38	32												
56	2	51	9	39	29	57	16												
36	55	44	38	29	45	28	1												
52	35	19	22	47	20	15	16												
48	27	40	43	1	3	46	35												
51	7	29	16	43	15	31	16												
33	19	57	39	23	5	60	51												
57	30	35	18	35	34	32	58												
58	54	49	10	35	1	48	4												
14	20	15	4	44	58	28	47												
42	47	18	42	18	25	57	54												
2	19	51	7	8	1	41	13												
50	10	14	10	57	14	54	21												
45	29	18	28	60	44	43	6												
10	28	59	25	3	50	39	28												
14	3	54	43	38	54	11	45												
44	49	8	37	13	21	27	14												
16	28	3	55	34	30	31	18												
19	11	58	27	4	11	54	23												
13	26	52	2	42	30	31	58												
19	37	2	5	35	40	9	21												
31	49	33	16	11	7	2	19												
60	25	53	22	29	9	3	17												
53	26	13	36	33	22	31	15												
10	35	4	15	37	21	60	6												
34	21	46	34	29	35	41	12												
50	7	43	31	25	25	26	4												
59	32	23	3	59	14	6	19												
2	43	15	34	32	49	37	30												
48	36	27	40	25	55	14	58												
12	3	44	53	34	44	16	24												
28	6	2	32	10	43	11	39												
11	33	35	38	49	18	58	31												
2	35	18	32	27	31	35	54												
16	8	28	60	48	7	6	30												
6	51	33	2	54	10	48	52												
2	55	1	40	49	32	40	58												
12	42	27	46	14	38	27	19												
20	23	55	15	25	32	30	41												
57	32	14	34	60	20	52	10												
35	10	12	47	42	45	13	58												
9	45	25	39	14	59	20	51												
52	52	1	43	57	3	51	49												
2	12	43	20	53	42	15	34												
51	25	2	42	27	5	3	41												
9	21	34	42	21	46	29	47												
15	46	54	49	41	43	12	5												
41	22	60	47	10	7	40	34												
31	5	21	13	42	21	46	58												
42	59	53	34	23	8	23	37												
27	54	31	43	43	22	44	34												
35	7	54	53	58	53	39	48												
50	38	20	3	54	20	47	14												
1	22	14	30	8	50	53	37												
1	55	24	17	40	36	45	41												
5	7	9	35	8	29	47	59												
34	17	20	42	55	1	38	52												
53	60	13	17	12	26	39	24												
34	58	45	21	31	43	7	48												
27	2	24	46	52	48	41	31												
44	9	44	13	22	27	16	55												
38	2	44	13	48	3	34	4												
32	14	55	9	57	3	15	34												
35	48	23	9	28	25	6	59												
4	57	44	39	24	21	15	29												
60	8	38	47	15	46	47	18												
8	36	25	3	39	8	24	3												
20	14	18	48	44	12	16	19												
39	8	34	4	9	31	57	38												
58	17	37	10	58	59	7	20												
37	49	27	36	29	48	23	33												
60	19	58	21	15	26	51	29												
6	10	17	10	6	50	22	57												
5	28	11	39	15	21	25	22												
37	39	21	58	16	1	9	6												
29	56	55	39	24	5	24	8												
35	10	53	43	23	25	36	32												
44	43	3	2	29	11	10	32												
51	36	54	28	2	54	10	13												
55	56	51	14	55	23	7	14												
46	40	8	37	60	11	32	54												
32	31	43	26	43	27	33	32												
20	23	57	17	30	26	1	60												
41	38	13	16	12	25	7	38												
16	58	55	5	28	35	33	14												
19	4	51	23	27	21	31	25												
33	48	40	15	49	50	4	31												
58	49	51	44	13	26	23	56												
12	31	38	27	23	39	39	42												
15	39	8	16	59	31	15	45												
23	16	20	49	58	16	42	53												
13	16	27	7	5	22	43	18												
25	27	38	33	16	28	14	53												
44	13	42	37	39	60	20	47												
55	24	49	7	50	44	46	11												
19	21	17	51	57	13	53	32												
11	19	8	5	34	22	37	46												
9	6	17	43	26	43	47	49												
18	6	60	36	11	28	8	54												
39	39	22	24	45	42	37	55												
15	58	43	41	56	44	21	12												
49	45	3	7	14	16	11	19												
4	24	40	22	32	55	13	28												
45	22	28	9	19	1	43	40												
50	46	31	37	36	39	29	43												
19	42	26	56	37	7	17	51												
12	59	17	43	53	52	24	33												
30	35	8	24	24	20	5	19												
60	60	43	60	27	36	28	13												
27	13	4	18	24	23	57	32												
35	25	24	20	31	17	53	50												
47	56	47	24	3	29	34	55												
49	38	59	25	44	35	33	35												
51	4	6	32	43	48	47	35												
6	33	50	12	51	19	53	47												
28	46	59	37	26	45	15	17												
29	29	42	28	27	22	6	54												
18	19	31	1	13	59	23	30												
13	47	53	12	4	14	23	18												
39	60	39	15	23	3	39	36												
36	47	2	37	25	19	29	25												
23	60	12	43	28	58	45	53												
54	45	48	20	30	44	52	34												
25	40	42	48	8	14	11	30												
39	56	52	12	14	45	25	16												
17	43	59	35	44	2	16	34												
44	6	24	32	7	19	21	39												
16	41	25	1	16	47	16	39												
51	19	12	25	23	2	43	57												
17	41	4	50	2	11	17	31												
2	55	34	37	5	54	41	23												
39	37	4	15	38	40	10	24												
26	33	18	16	33	16	54	32												
13	27	55	36	17	16	33	44												
16	21	22	49	27	7	40	20												
47	41	24	54	21	43	4	10												
55	21	3	41	34	34	38	22												
47	56	54	41	46	31	8	19												
54	45	48	58	55	10	9	29												
21	45	21	54	14	21	59	28												
20	36	15	34	36	44	20	55												
23	58	49	6	50	19	42	31												
55	16	14	35	11	23	16	20												
50	36	59	35	7	49	15	57												
46	57	50	52	18	32	21	45												
36	50	4	57	15	43	16	12												
56	55	20	6	20	25	54	38												
9	37	25	6	43	5	34	52												
57	2	8	2	55	13	35	50												
58	10	2	25	15	16	45	37												
11	44	2	36	39	53	1	4												
20	2	24	50	11	14	48	42												
9	52	14	24	25	30	60	22												
21	19	17	13	58	17	55	37												
28	27	25	54	40	35	9	46												
52	1	45	57	33	31	24	11												
38	60	29	19	13	57	39	7												
49	20	24	18	54	29	12	30												
17	40	15	42	45	15	39	37												
35	22	60	49	55	25	6	26												
55	2	38	42	33	60	10	5												
2	1	38	59	20	6	39	28												
47	26	44	44	19	5	60	16												
20	20	39	36	36	53	42	24												
21	35	36	42	12	57	21	6												
29	42	16	11	40	2	7	7												
40	44	57	13	53	55	23	35												
20	37	26	7	56	57	23	12												
24	56	25	36	40	10	20	10												
20	52	16	50	60	33	37	29												
37	38	26	12	28	3	38	25												
42	33	10	18	18	15	12	36												
6	9	38	37	37	12	8	39												
22	50	14	2	34	60	31	4												
35	41	56	13	43	31	4	41												
50	59	49	58	20	22	13	20												
40	52	25	18	23	17	13	36												
37	4	39	55	43	59	27	43												
40	42	20	55	13	32	41	56												
33	35	38	19	3	60	28	14												
55	48	45	12	6	40	37	50												
14	60	47	53	42	32	38	15												
39	46	50	44	5	32	23	56												
19	44	45	51	5	31	36	33												
4	55	32	15	49	53	47	7												
27	40	14	2	28	15	36	20												
22	52	19	27	30	29	42	40												
39	56	8	55	57	36	18	55												
56	1	25	57	29	6	26	58												
45	18	59	15	34	27	1	51												
28	34	51	47	8	24	52	23												
49	9	57	44	49	16	41	17												
32	55	38	44	43	56	43	34												
19	31	57	30	52	14	46	21												
52	45	51	27	56	18	56	17												
51	34	27	22	2	28	53	59												
20	8	54	9	2	46	28	53												
37	2	15	27	12	48	57	50												
6	56	11	51	5	27	15	43												
32	30	36	13	54	40	50	3												
16	53	28	59	59	10	8	47												
60	29	56	35	2	27	50	53												
27	31	56	3	43	31	44	25												
51	40	49	58	36	15	11	25												
60	40	53	1	11	26	43	39												
6	52	21	15	15	52	47	54												
41	48	24	38	57	52	41	37												
57	59	16	10	28	35	59	35												
6	14	13	46	35	37	23	6												
33	59	23	25	12	1	48	34												
51	17	13	60	25	34	6	41												
20	37	38	60	39	45	40	23												
42	45	31	50	7	40	46	6												
26	36	40	54	3	42	49	37												
60	6	7	6	38	48	39	23												
45	59	29	16	28	43	50	23												
41	55	26	55	44	2	28	29												
52	52	19	55	6	27	17	60												
9	36	58	47	34	58	52	14												
39	3	49	36	1	34	5	9												
55	26	28	18	51	13	8	9												
8	4	52	60	56	45	51	4												
1	40	9	27	1	33	26	15												
20	44	36	3	3	17	47	50												
4	5	42	44	24	40	28	39												
34	34	28	1	35	7	47	23												
32	59	54	52	6	11	51	35												
29	16	38	45	35	59	34	37												
42	45	29	16	44	4	18	11												
41	27	51	14	41	18	37	37												
28	38	30	27	5	29	42	31												
47	41	51	35	28	51	36	58												
14	25	39	7	35	19	21	51												
36	40	34	57	37	35	45	37												
4	46	34	38	39	33	18	56												
55	15	28	23	5	8	54	47												
23	10	45	33	22	30	24	6												
30	57	23	8	33	42	49	23												
34	36	21	34	27	8	52	36												
42	18	24	14	54	34	38	14												
14	21	60	34	44	58	29	55												
59	18	41	46	24	35	36	8												
6	45	12	18	18	36	46	59												
21	47	9	9	10	7	59	59												
10	24	42	56	44	39	4	24												
55	18	4	15	27	5	23	45												
2	34	18	2	5	46	18	14												
1	6	30	46	17	21	40	16												
54	37	49	7	43	22	16	41												
14	5	7	4	19	19	47	14												
3	3	57	30	19	39	27	29												
40	40	20	13	5	59	24	41												
19	25	14	46	25	25	41	21												
26	50	27	41	50	13	2	1												
53	18	43	13	33	41	30	27												
25	48	16	29	41	36	28	1												
21	34	57	27	51	44	37	12												
15	40	42	24	59	23	2	49												
38	24	50	19	31	16	20	14												
7	11	11	11	52	30	52	53												
55	30	55	41	12	43	26	10												
4	8	5	28	46	4	8	50												
18	36	24	26	56	44	28	28												
34	6	19	38	24	59	35	1												
49	12	35	47	40	23	1	56												
16	16	56	60	47	4	42	34												
19	6	19	37	40	20	55	16												
23	47	47	57	5	36	36	26												
49	44	42	40	19	3	10	26												
52	46	30	40	50	49	48	52												
8	34	35	2	32	14	25	24												
27	26	29	2	27	21	44	37												
21	6	23	37	53	49	52	41												
37	60	6	12	15	2	11	12												
38	8	8	60	51	28	23	23												
18	45	19	56	41	18	19	6												
4	34	13	60	2	11	6	11												
19	2	16	37	24	49	33	36												
47	5	43	34	4	35	1	3												
41	2	48	17	2	24	37	1												
38	6	26	35	17	35	12	20												
34	44	40	17	21	33	31	36												
57	44	29	19	41	45	25	60												
31	15	24	9	3	59	47	40												
14	4	29	25	33	53	40	22												
7	12	49	39	40	28	34	4												
29	39	57	48	32	11	3	24												
59	8	54	4	18	18	15	52												
3	42	3	14	54	14	26	29												
42	4	52	53	51	1	34	51												
59	40	8	29	46	44	10	53												
46	25	32	32	25	20	35	39												
32	47	34	47	50	33	12	12												
40	51	34	28	6	34	9	11												
29	8	35	41	14	6	49	16												
31	34	57	36	53	18	23	37												
6	11	42	49	2	44	52	55												
43	53	31	51	41	37	48	48												
40	37	56	3	54	58	24	42												
29	44	40	6	16	52	46	25												
34	53	23	34	45	51	29	28												
59	49	56	20	44	53	48	7												
33	58	33	12	11	36	54	32												
53	23	11	54	29	55	16	26												
32	49	41	58	46	37	9	25												
30	39	40	28	34	22	42	16												
44	31	25	54	57	14	45	53												
1	26	52	57	32	44	32	60												
8	53	23	39	14	48	14	40												
5	38	40	46	23	28	20	43												
21	29	45	40	36	24	5	18												
46	54	15	31	8	4	52	21												
34	21	43	1	47	13	31	28												
15	55	14	38	50	44	23	59												
20	21	44	11	5	33	60	50												
44	50	36	58	23	10	46	52												
34	10	52	22	13	41	56	59												
50	59	2	22	8	39	29	59												
