15	35	14	70	28	46	25										
35	60	10	58	18	35	42										
54	44	50	47	57	64	94										
48	97	80	71	81	22	51										
78	55	34	81	62	94	98										
23	23	78	69	64	73	49										
72	35	33	65	44	71	40										
22	26	29	75	35	49	78										
47	62	35	80	2	100	22										
77	46	3	86	69	99	60										
38	68	88	8	25	36	47										
35	87	16	22	45	11	7										
13	21	89	31	88	55	59										
44	3	28	2	29	74	70										
95	28	61	6	74	35	78										
59	44	39	37	72	37	25										
87	92	98	95	58	89	58										
26	21	31	76	36	19	66										
46	61	78	65	17	63	93										
4	28	98	78	85	47	47										
44	73	96	33	23	44	57										
97	51	32	51	56	35	100										
90	35	71	18	35	2	27										
28	91	1	62	48	49	38										
21	47	59	24	52	44	75										
33	85	15	36	49	31	34										
11	41	32	17	41	95	80										
36	100	100	77	99	3	10										
90	34	84	94	25	34	78										
51	98	27	38	95	20	8										
60	28	94	39	46	75	65										
35	36	79	53	46	17	95										
46	86	29	88	87	81	18										
48	28	49	99	72	72	88										
40	53	30	88	73	61	58										
48	80	69	12	47	93	57										
52	34	47	54	5	34	87										
69	8	35	91	13	85	6										
19	96	28	62	42	66	74										
66	75	30	24	23	44	70										
33	24	6	25	17	48	21										
33	65	68	43	85	41	7										
82	36	85	53	40	84	100										
42	84	39	45	75	81	55										
20	91	81	65	87	19	6										
86	21	78	100	10	74	77										
8	91	67	91	3	44	22										
24	89	56	35	8	15	81										
53	98	1	87	53	49	99										
51	59	44	13	12	63	22										
92	91	12	16	83	59	87										
99	16	27	29	82	92	58										
90	94	69	46	82	41	59										
43	48	5	31	53	65	88										
79	94	14	25	21	3	5										
3	57	6	29	43	54	1										
82	46	17	96	93	7	100										
72	86	53	88	45	61	88										
24	22	97	10	2	15	86										
26	29	69	51	59	16	53										
14	61	94	94	59	8	25										
59	31	56	23	59	84	52										
51	18	64	42	37	20	11										
69	68	5	91	7	57	67										
11	2	12	60	19	76	49										
48	99	35	53	43	94	13										
48	27	39	54	58	63	31										
63	50	25	41	86	10	86										
9	37	28	86	10	17	97										
100	33	37	93	13	59	72										
4	96	89	59	83	68	25										
25	89	86	87	9	21	6										
23	99	24	27	83	22	23										
42	52	76	80	45	23	40										
88	63	44	85	25	79	87										
62	20	72	73	98	30	12										
27	38	26	44	5	70	18										
36	48	19	9	80	78	91										
38	82	38	31	11	56	62										
40	20	9	37	4	68	47										
25	66	4	25	56	44	69										
41	74	73	28	30	89	16										
100	75	86	36	81	60	27										
85	16	16	91	83	59	75										
89	47	42	57	63	59	17										
9	78	87	69	39	87	29										
46	64	79	57	5	59	10										
54	56	62	23	50	8	57										
96	47	43	22	74	29	93										
82	68	12	39	2	99	4										
59	58	6	74	74	78	82										
93	12	86	38	91	65	42										
88	35	97	44	8	49	44										
64	98	66	82	30	69	25										
98	22	53	67	71	44	55										
71	47	67	72	61	81	97										
50	46	44	27	51	17	18										
12	25	27	13	5	60	40										
100	70	52	38	68	81	22										
85	74	87	94	97	71	87										
3	45	95	62	57	64	78										
70	42	1	91	76	50	86										
89	46	41	67	31	38	38										
51	34	70	12	22	39	90										
30	30	20	52	31	14	74										
78	36	55	99	95	4	88										
38	50	55	100	70	30	74										
4	19	72	43	8	19	100										
54	11	6	93	61	42	67										
40	56	62	71	12	4	71										
72	76	50	79	35	61	96										
92	43	99	73	3	95	41										
79	53	77	69	56	29	100										
26	97	74	1	96	35	51										
81	78	55	4	64	1	41										
3	5	25	75	90	56	15										
40	82	65	62	26	26	32										
41	97	1	22	73	34	18										
61	71	22	87	75	95	35										
63	75	76	79	41	80	80										
63	100	18	14	91	97	20										
17	73	12	95	99	66	3										
20	73	94	86	84	19	22										
74	87	55	90	23	16	51										
61	37	34	28	19	38	9										
91	15	15	53	42	16	55										
44	33	36	73	71	6	56										
8	63	17	11	15	53	61										
24	43	33	2	11	94	55										
88	43	87	80	47	59	50										
2	99	10	70	76	83	85										
14	70	75	13	18	16	47										
65	97	35	25	14	69	33										
61	94	16	41	67	97	53										
27	63	70	59	32	83	36										
39	16	86	36	60	77	89										
97	19	87	98	47	9	22										
1	37	47	39	67	79	78										
52	100	23	1	26	90	51										
40	35	99	67	18	73	31										
28	89	11	33	45	7	17										
74	4	50	87	5	97	48										
13	87	11	68	90	69	44										
88	49	2	89	23	43	23										
90	24	66	2	20	57	96										
60	77	9	87	85	66	76										
65	44	75	5	71	79	55										
8	90	3	6	49	18	59										
12	68	98	57	67	54	56										
8	74	35	35	88	50	45										
26	21	100	60	54	84	74										
66	58	93	46	46	23	17										
56	51	22	41	95	49	20										
34	2	92	77	9	2	87										
13	55	36	91	19	18	40										
80	46	2	77	89	45	6										
71	91	94	50	17	91	23										
75	26	90	87	4	90	67										
15	74	57	11	15	11	60										
20	58	6	35	55	63	26										
25	43	95	69	37	68	58										
83	65	52	4	35	21	91										
38	74	69	94	86	54	23										
1	54	46	1	12	4	88										
38	25	75	66	90	58	1										
50	65	96	100	48	63	27										
83	63	74	72	90	61	93										
70	98	3	58	20	34	57										
76	94	31	38	90	51	24										
7	83	45	75	79	56	87										
26	11	68	5	96	93	100										
97	98	82	28	96	17	13										
78	13	84	36	21	82	86										
47	35	15	65	3	50	43										
38	79	20	17	87	70	18										
65	63	39	34	86	59	53										
96	60	21	94	59	99	19										
34	20	70	43	94	54	40										
32	3	24	52	100	69	72										
10	42	15	18	99	76	74										
13	53	43	47	83	82	64										
80	98	96	40	8	26	85										
46	29	9	20	43	93	3										
79	78	51	8	76	89	85										
81	65	65	85	11	44	62										
63	47	3	92	58	37	52										
24	26	100	8	46	59	14										
13	15	60	37	26	16	27										
65	86	41	14	54	15	65										
22	67	38	15	57	89	25										
78	69	75	93	51	66	66										
44	55	64	25	59	35	75										
52	64	59	77	57	3	3										
96	90	40	3	37	43	10										
57	4	99	99	81	44	16										
62	31	95	66	36	89	99										
50	16	74	47	12	86	31										
90	52	6	17	94	15	63										
71	73	86	81	16	21	4										
15	95	96	22	81	20	63										
47	99	25	79	14	26	39										
40	75	20	31	76	92	57										
41	60	70	44	99	90	41										
98	72	3	37	51	87	77										
64	64	91	30	96	58	39										
75	94	81	18	63	97	25										
61	14	22	17	21	89	47										
37	54	26	51	28	72	41										
54	72	56	79	97	80	29										
21	69	65	42	60	16	53										
47	43	5	91	26	14	92										
92	45	17	44	20	27	66										
32	83	61	74	36	60	57										
98	60	57	57	100	71	13										
11	26	68	98	62	23	69										
32	46	36	46	87	21	89										
13	24	48	71	58	27	82										
47	24	25	50	21	84	1										
14	86	78	28	99	14	22										
60	52	88	23	88	88	60										
44	62	45	43	37	79	14										
33	88	14	63	16	8	60										
93	46	76	79	27	59	39										
56	18	75	85	19	40	44										
22	60	13	26	75	49	44										
31	45	53	32	24	17	80										
59	2	3	83	66	61	25										
66	64	55	87	87	45	90										
53	77	71	60	68	42	31										
13	14	75	45	89	85	64										
78	20	89	10	17	46	13										
34	89	85	76	22	9	14										
39	57	13	78	75	47	27										
60	97	4	35	4	97	66										
33	7	63	46	48	47	27										
20	29	16	87	47	87	91										
74	8	69	97	17	93	40										
97	7	7	40	42	55	32										
85	61	19	93	73	40	79										
1	81	49	55	14	71	59										
79	26	84	18	92	85	36										
86	54	93	57	39	25	59										
79	6	85	30	17	63	41										
83	16	88	48	68	52	90										
63	100	57	34	98	69	71										
9	93	65	16	25	59	21										
68	39	44	5	45	32	17										
46	30	86	31	21	6	15										
13	62	28	60	72	83	92										
82	2	76	99	55	49	12										
53	9	86	46	72	70	96										
83	97	87	20	52	54	37										
20	22	69	90	74	56	99										
93	56	38	96	55	69	69										
38	65	40	55	38	54	15										
98	25	68	36	75	61	73										
46	68	75	36	11	65	60										
52	63	81	44	94	85	16										
66	22	50	33	37	74	40										
93	9	40	13	95	65	39										
49	22	53	84	69	78	13										
72	71	85	74	72	96	72										
96	37	76	62	19	86	66										
25	90	50	6	30	26	47										
54	22	29	39	87	89	77										
67	15	2	63	57	11	13										
31	6	69	57	68	87	34										
58	3	31	19	53	34	43										
18	23	48	46	3	72	60										
85	75	68	29	61	15	40										
8	91	12	58	48	44	38										
82	2	9	97	64	53	71										
87	68	34	7	41	43	36										
16	32	53	64	84	100	33										
19	41	42	28	60	67	76										
88	50	33	66	19	8	74										
15	36	50	55	62	19	12										
69	50	59	86	95	52	31										
13	39	93	35	93	52	54										
9	95	40	41	27	11	16										
2	31	41	21	64	16	50										
74	75	99	7	15	86	59										
48	91	61	64	34	98	90										
14	59	12	78	85	75	89										
3	55	23	94	92	81	95										
68	63	47	57	77	86	48										
48	78	14	98	7	86	87										
27	65	89	65	77	78	75										
100	80	61	98	13	11	74										
78	12	20	30	52	93	94										
81	61	5	81	86	81	12										
9	14	33	4	77	71	27										
68	21	59	37	85	62	23										
71	35	42	3	63	8	29										
57	2	18	100	41	53	17										
28	85	58	83	79	21	81										
86	50	30	59	74	10	92										
9	40	67	18	34	92	61										
13	39	65	50	46	10	92										
9	26	4	8	100	62	35										
21	91	22	51	85	74	48										
5	37	37	85	20	19	72										
21	90	38	60	52	2	100										
36	84	84	2	1	29	76										
58	100	48	88	91	66	76										
47	56	38	18	36	84	8										
65	59	33	70	2	86	4										
56	81	94	48	35	79	43										
55	94	76	72	7	79	98										
44	17	11	35	78	23	48										
42	55	16	60	49	76	40										
86	78	48	67	58	87	15										
82	6	32	76	15	30	7										
34	39	80	9	88	19	7										
95	86	59	82	24	35	44										
33	30	16	13	47	28	66										
95	21	96	57	58	28	73										
46	91	46	71	77	31	88										
77	91	51	79	42	70	25										
57	50	46	62	32	98	19										
40	60	37	1	54	38	64										
1	90	34	18	61	64	13										
5	80	69	76	30	35	25										
25	7	19	53	13	81	67										
69	51	17	47	75	49	47										
7	45	79	77	75	36	4										
79	27	92	48	5	59	62										
86	56	92	43	91	18	59										
38	3	27	71	45	42	60										
10	10	97	52	95	82	19										
57	18	15	64	10	77	17										
93	41	8	48	49	59	82										
86	23	20	5	18	98	76										
20	48	27	63	47	50	21										
75	77	63	69	63	74	51										
86	42	35	26	14	71	67										
51	88	61	72	15	47	11										
76	93	92	37	77	92	20										
30	22	11	81	51	68	90										
9	58	81	56	1	9	45										
16	34	46	19	39	64	22										
20	20	80	11	16	91	40										
90	80	53	54	83	99	57										
63	8	79	74	21	2	40										
77	46	87	7	37	18	68										
44	99	51	35	45	52	80										
78	39	24	18	84	81	55										
38	71	62	70	45	79	90										
69	50	89	97	95	93	68										
4	11	72	55	72	70	14										
68	7	29	67	51	66	5										
14	2	44	74	93	77	69										
77	23	85	78	26	78	33										
36	88	95	18	84	45	82										
46	49	10	95	69	15	82										
44	88	56	8	14	43	34										
92	59	57	61	43	57	46										
38	39	98	78	47	23	65										
63	82	22	46	27	5	68										
43	97	27	75	95	29	3										
22	67	61	5	72	83	73										
88	21	89	84	93	78	84										
89	64	42	24	21	69	10										
35	7	85	15	10	76	61										
41	71	36	59	67	89	87										
78	56	77	16	83	19	28										
45	46	60	12	80	8	13										
42	84	63	91	91	18	81										
17	69	11	53	82	91	91										
49	88	72	30	62	3	89										
81	35	49	16	87	21	68										
83	97	2	52	60	84	66										
40	41	98	22	93	76	69										
6	79	33	77	52	51	11										
77	43	6	85	76	66	19										
32	32	6	7	93	78	58										
28	24	93	3	72	76	68										
13	15	26	77	84	76	57										
44	57	60	33	59	19	40										
6	4	39	61	96	75	70										
48	49	33	98	16	91	69										
33	15	71	83	52	93	73										
98	64	47	63	48	44	19										
38	48	25	71	62	17	38										
87	74	88	46	18	58	13										
28	39	97	6	17	32	22										
64	31	82	80	35	89	38										
81	33	19	95	3	33	62										
68	33	72	27	56	69	39										
15	74	56	1	28	66	30										
54	57	86	12	67	43	94										
45	20	59	95	69	97	45										
23	46	3	73	11	61	63										
59	68	15	45	11	30	68										
18	92	11	72	52	89	70										
88	41	85	27	54	67	100										
54	83	27	48	12	75	96										
1	21	81	33	37	52	63										
7	8	75	100	87	74	89										
65	41	84	83	52	44	90										
19	37	73	20	13	60	26										
2	90	61	58	38	86	47										
99	84	46	7	32	89	14										
11	59	17	66	56	18	43										
32	6	84	87	65	77	25										
63	57	36	7	98	2	18										
65	4	73	56	36	87	55										
88	75	7	63	100	69	28										
55	94	11	68	88	46	70										
5	59	30	28	12	49	58										
65	15	8	70	98	77	100										
43	87	8	12	41	25	41										
47	16	85	52	58	67	63										
15	36	61	95	73	76	18										
28	45	36	66	39	24	82										
61	45	94	11	15	32	73										
13	22	14	77	55	2	62										
60	35	47	21	63	3	89										
33	16	47	85	20	64	83										
2	96	64	32	3	54	76										
50	56	48	43	17	88	13										
83	79	84	11	33	69	77										
17	4	93	89	11	99	31										
18	3	27	9	51	55	9										
11	88	68	39	29	46	13										
23	38	17	31	24	39	85										
27	89	93	56	66	84	61										
64	85	26	60	63	30	51										
96	57	83	30	66	78	90										
83	94	6	17	71	6	100										
34	47	63	50	35	64	59										
69	82	99	64	77	54	49										
45	78	88	61	11	59	36										
35	58	1	67	13	31	88										
14	6	24	27	27	22	89										
37	13	6	83	31	38	26										
46	7	33	7	73	61	59										
8	68	34	22	84	22	94										
73	71	40	65	45	93	22										
95	53	77	70	37	40	28										
87	60	40	3	10	10	14										
29	90	2	11	64	12	99										
76	84	4	75	32	14	31										
12	89	2	90	45	86	59										
35	63	56	50	95	97	74										
34	5	88	38	44	73	27										
90	40	52	92	36	93	38										
53	18	56	45	99	7	38										
79	69	49	86	78	81	15										
67	54	98	45	74	5	28										
30	93	27	19	58	87	65										
64	58	78	1	11	85	75										
66	46	87	100	16	93	79										
82	44	75	44	85	30	7										
64	49	74	82	94	100	52										
47	31	42	61	73	38	77										
68	96	54	50	85	47	19										
68	80	87	21	51	34	27										
30	93	76	11	93	4	43										
68	38	3	45	32	61	3										
66	22	97	22	23	39	5										
82	43	69	20	61	13	6										
45	52	71	50	38	99	87										
91	74	83	56	98	10	63										
49	57	89	45	8	87	25										
66	47	88	32	5	39	61										
88	39	83	83	88	57	5										
68	35	80	15	99	81	58										
20	19	90	55	2	96	76										
1	9	73	73	78	66	21										
22	79	57	44	64	62	36										
21	55	16	22	81	16	68										
71	49	42	14	4	41	39										
4	25	2	96	24	92	67										
29	100	29	70	95	60	8										
35	30	60	13	54	40	28										
95	8	81	62	58	92	31										
24	30	94	80	15	9	74										
97	84	92	66	14	41	78										
70	30	94	72	56	93	79										
86	100	59	14	89	36	48										
99	5	48	80	70	39	23										
56	97	83	70	55	12	80										
100	40	11	40	6	68	39										
23	76	89	68	97	87	30										
2	26	84	12	55	22	53										
91	42	85	3	65	55	85										
70	33	99	95	71	78	2										
2	94	5	70	100	66	53										
92	86	34	99	90	3	64										
56	64	59	83	21	5	90										
22	92	66	56	52	18	51										
70	60	65	78	46	98	90										
42	48	31	13	3	2	78										
35	30	65	91	75	48	84										
62	71	5	87	24	5	51										
22	13	80	81	62	22	85										
91	60	21	77	46	37	65										
65	17	55	78	72	35	23										
97	17	12	96	69	37	69										
2	44	9	55	79	68	71										
3	84	12	32	2	65	93										
36	88	25	16	56	16	87										
13	16	89	20	85	38	25										
74	65	1	39	9	23	26										
73	65	81	80	64	68	63										
75	54	95	83	98	62	93										
5	23	99	64	7	97	63										
37	36	23	49	62	19	86										
31	19	8	32	10	9	60										
32	89	49	57	47	5	30										
8	23	17	56	39	60	97										
77	12	65	72	87	46	32										
26	86	1	99	100	8	99										
11	28	14	6	96	62	96										
62	49	13	11	41	84	96										
14	7	28	15	90	90	85										
63	13	17	34	24	69	9										
70	1	38	30	66	82	76										
3	65	20	30	41	63	72										
17	18	88	32	13	18	8										
6	30	76	5	20	76	93										
67	98	24	78	27	51	89										
49	34	88	79	48	55	7										
99	79	26	33	86	42	12										
60	51	8	51	48	63	21										
49	30	81	75	73	31	8										
41	8	27	49	79	54	37										
73	85	47	29	15	2	77										
19	45	63	91	54	52	75										
2	1	65	63	80	40	53										
89	30	13	78	14	10	20										
90	22	73	60	75	90	30										
79	6	20	25	67	79	80										
52	5	64	42	9	29	42										
35	19	3	70	95	40	17										
97	77	97	47	38	42	98										
6	17	1	54	20	20	75										
73	68	15	94	77	40	82										
38	43	3	24	46	1	1										
5	28	75	96	60	83	95										
6	28	72	58	48	73	45										
55	23	67	41	58	44	5										
19	71	95	29	84	5	13										
17	94	89	5	2	33	3										
41	73	74	52	5	34	29										
90	53	35	58	1	24	29										
67	88	49	43	36	80	96										
33	81	66	7	19	67	8										
35	35	83	34	98	33	91										
57	86	93	54	62	47	23										
15	38	100	1	59	41	47										
91	78	17	2	93	80	27										
93	63	35	15	29	78	1										
81	41	66	83	82	47	22										
41	40	92	29	17	22	31										
1	81	61	12	99	4	59										
9	9	37	53	97	87	90										
76	77	80	83	34	43	78										
50	91	46	27	91	76	53										
61	44	25	53	39	3	40										
65	74	90	37	93	9	97										
71	16	33	73	53	31	61										
59	34	79	21	14	30	30										
55	64	39	99	5	39	23										
87	56	50	17	43	90	65										
9	15	10	44	99	44	25										
46	62	49	2	76	74	9										
49	16	62	33	95	8	65										
17	63	14	91	78	23	25										
22	53	12	2	41	2	84										
62	42	43	54	57	69	53										
56	29	75	68	51	28	52										
81	89	54	97	15	43	58										
37	22	29	16	59	97	37										
67	17	18	50	53	9	15										
78	39	100	16	18	1	50										
37	52	44	83	2	46	8										
61	37	75	51	100	76	90										
49	16	7	28	49	34	69										
36	87	80	12	52	96	19										
22	42	10	19	66	95	18										
74	74	68	71	36	42	30										
69	82	89	95	63	76	59										
4	95	81	44	30	47	28										
9	2	56	2	100	92	67										
25	75	24	70	41	47	15										
45	77	4	7	59	24	3										
70	3	34	91	39	67	24										
91	17	46	36	30	39	26										
71	42	49	97	31	94	27										
85	80	38	19	29	94	30										
72	80	80	19	91	2	23										
82	86	73	41	77	57	31										
95	28	25	45	48	24	7										
69	15	94	54	52	29	18										
53	52	66	75	64	3	44										
50	60	15	33	1	69	81										
47	40	37	94	96	72	70										
60	18	50	15	84	67	60										
20	2	79	29	19	13	48										
43	70	68	63	3	9	96										
56	68	40	9	64	25	8										
53	18	22	63	83	60	40										
93	49	9	95	42	15	16										
1	70	84	44	88	72	28										
62	7	93	8	10	92	73										
68	21	79	39	14	46	1										
48	89	78	100	83	88	33										
69	41	82	96	86	94	55										
19	3	38	71	11	70	4										
57	15	57	98	68	48	21										
26	11	15	12	10	41	17										
10	45	97	20	50	100	16										
12	35	61	15	75	48	77										
92	5	44	87	64	35	35										
16	1	87	36	75	96	24										
84	57	100	20	30	19	78										
60	74	12	28	15	27	27										
56	56	51	35	15	31	15										
66	34	60	58	83	25	66										
83	88	80	39	100	75	35										
53	25	66	5	84	51	33										
25	70	57	26	4	8	67										
62	73	93	14	38	95	62										
59	86	49	27	82	9	93										
49	30	49	49	85	54	12										
26	87	55	16	10	40	26										
96	61	47	82	83	84	22										
82	99	57	17	48	94	37										
88	100	83	74	21	32	27										
33	38	2	49	19	37	8										
51	56	92	4	86	95	31										
25	22	40	46	18	97	80										
41	95	23	75	25	16	29										
36	1	49	91	68	3	81										
62	96	12	58	70	51	23										
16	45	92	43	96	27	9										
28	43	39	40	83	97	42										
59	32	63	45	46	41	62										
93	78	7	53	4	39	9										
33	9	99	10	39	73	49										
30	87	87	84	85	93	1										
63	71	12	8	45	86	44										
61	26	7	24	39	36	59										
6	70	97	71	53	6	59										
21	39	4	56	53	20	60										
60	69	15	87	57	18	44										
3	86	43	78	99	50	57										
92	83	33	75	65	48	4										
37	68	26	99	90	57	31										
100	27	33	90	44	4	58										
30	56	31	24	95	72	25										
17	84	48	73	90	71	95										
9	28	9	6	8	38	88										
93	69	34	10	52	72	63										
75	50	11	19	99	6	77										
67	74	48	37	70	36	79										
34	41	21	14	77	100	71										
19	93	92	30	52	97	17										
7	52	22	10	23	28	32										
28	82	38	81	72	46	68										
54	16	3	74	35	8	5										
22	98	13	70	1	43	94										
72	19	95	49	29	2	18										
87	64	14	88	58	32	41										
57	54	87	58	46	4	44										
94	19	64	93	12	90	74										
11	77	85	95	19	21	95										
85	27	9	29	38	60	4										
69	74	88	68	26	35	67										
96	57	22	6	46	77	10										
100	62	50	33	68	59	49										
83	9	52	77	37	13	39										
80	54	12	74	57	75	84										
58	61	77	72	34	21	93										
42	25	23	19	29	25	12										
21	51	90	64	59	83	54										
51	56	98	50	91	4	80										
21	19	20	37	52	90	88										
13	88	15	96	40	71	31										
89	78	63	63	53	96	64										
81	58	16	57	21	43	53										
4	69	53	2	55	23	50										
9	89	65	49	29	39	88										
4	30	58	70	86	39	67										
12	4	80	46	40	28	35										
35	82	14	23	10	85	18										
32	76	65	79	2	35	32										
12	76	31	70	94	13	61										
56	90	14	19	40	43	3										
32	60	58	55	75	27	47										
30	90	90	73	20	72	96										
77	30	28	18	52	57	23										
66	71	38	26	63	61	56										
40	93	36	24	5	24	73										
87	73	40	55	72	34	86										
52	33	17	19	95	6	78										
92	78	8	60	20	14	62										
33	41	82	4	13	34	54										
21	45	10	54	81	16	78										
89	21	61	43	12	55	90										
93	96	86	57	98	11	10										
77	17	46	2	13	98	27										
54	98	13	17	48	44	9										
5	59	23	87	82	35	71										
80	89	4	98	5	82	25										
33	89	10	89	99	39	39										
77	9	63	96	35	22	11										
77	99	15	34	30	8	92										
9	78	18	38	8	77	69										
36	98	82	64	23	62	60										
47	14	15	85	7	20	51										
40	53	78	52	67	24	38										
28	64	90	46	96	58	94										
81	9	95	85	77	36	79										
98	53	11	90	85	91	29										
53	37	73	48	3	90	21										
66	36	20	7	11	52	22										
1	38	75	36	30	7	9										
64	76	32	97	12	1	51										
40	16	89	24	34	86	55										
65	74	61	63	79	68	56										
44	78	23	88	8	25	37										
72	37	32	36	53	93	27										
4	52	56	35	82	56	34										
47	6	62	64	93	11	68										
29	7	91	37	15	83	16										
9	10	91	68	44	17	52										
66	89	42	63	90	57	9										
92	56	37	84	72	55	9										
21	67	47	2	69	49	49										
6	75	79	21	3	19	88										
19	9	7	49	85	58	39										
93	33	50	71	38	32	12										
35	28	94	68	96	45	100										
40	33	52	28	92	58	17										
28	5	81	15	79	25	56										
3	55	48	44	34	60	17										
3	14	84	20	48	97	47										
3	25	45	62	78	9	29										
61	79	100	2	88	36	26										
74	45	26	53	24	61	68										
67	67	24	60	57	100	84										
52	28	24	53	30	66	55										
92	17	84	51	79	12	100										
68	21	90	32	92	17	92										
54	83	24	20	22	90	100										
58	27	54	19	4	68	84										
26	85	73	86	7	62	85										
81	53	93	22	71	31	24										
26	26	38	73	35	34	61										
30	31	67	29	70	77	23										
93	100	71	60	36	14	78										
2	78	22	71	29	69	81										
19	71	69	74	34	62	89										
24	17	71	38	61	46	63										
74	45	8	53	42	90	98										
89	68	49	36	79	32	90										
